Data Zone,Council Area,All ages,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
Polwarth - 06,City of Edinburgh,817,4,5,3,3,10,5,4,2,2,2,2,1,1,0,2,2,1,0,4,4,15,14,12,27,22,35,35,25,57,43,22,33,45,35,36,28,28,14,22,22,18,9,15,0,5,6,5,18,6,2,5,3,12,1,7,11,4,8,6,2,1,2,1,2,2,5,0,4,2,4,1,2,1,1,4,0,1,3,0,3,2,1,0,1,1,0,0,0,1,2,0
Dalry and Fountainbridge - 01,City of Edinburgh,1.667,5,8,4,1,7,3,1,5,2,1,3,2,0,1,0,1,1,7,45,164,151,55,106,89,93,65,62,86,67,86,53,63,24,40,27,29,26,21,25,8,15,8,4,15,11,8,11,9,7,6,6,10,13,9,6,11,3,8,1,5,12,3,3,3,5,4,4,6,0,3,3,2,3,0,2,1,2,1,0,1,0,0,1,0,1,0,2,0,0,0,2
Dalry and Fountainbridge - 02,City of Edinburgh,563,6,2,1,1,4,5,1,5,3,1,2,0,5,2,3,0,0,1,2,6,4,12,15,21,16,11,31,24,18,10,14,17,15,15,25,14,9,8,18,6,3,11,14,4,13,6,3,9,11,11,16,3,6,9,2,11,9,3,9,9,4,3,0,3,4,1,2,0,0,3,4,1,4,0,1,4,1,2,0,2,1,1,2,1,0,1,3,0,0,0,0
Dalry and Fountainbridge - 03,City of Edinburgh,812,4,7,1,4,3,5,4,5,1,3,3,4,1,5,3,1,3,3,9,24,35,36,48,21,31,34,27,39,35,35,19,32,27,18,14,11,10,8,10,6,13,7,9,13,15,5,7,6,8,4,6,6,1,9,3,8,6,5,9,8,8,0,4,5,5,7,2,3,2,6,4,0,3,0,0,4,4,1,2,2,0,1,1,2,0,1,1,1,1,1,4
Dalry and Fountainbridge - 04,City of Edinburgh,949,6,6,6,8,5,4,7,4,2,3,0,4,2,4,1,0,2,2,3,12,26,31,31,24,42,35,52,43,53,28,21,32,26,21,19,25,25,19,22,17,21,28,12,24,14,9,2,8,11,9,13,4,10,4,3,11,15,5,4,2,4,7,5,8,5,4,5,2,0,2,0,0,3,1,1,2,3,3,0,0,1,2,2,2,1,1,0,2,0,0,1
Dalry and Fountainbridge - 05,City of Edinburgh,895,6,7,11,8,6,4,12,0,5,2,5,2,0,2,5,0,2,2,3,24,30,42,37,25,30,44,51,50,57,41,48,31,19,16,22,15,10,7,5,12,12,6,6,5,4,17,11,2,5,1,5,6,3,7,2,8,3,6,3,2,3,6,3,2,4,6,4,5,1,7,4,2,4,1,7,0,3,2,1,1,1,0,1,2,2,2,2,0,4,0,3
Dalry and Fountainbridge - 06,City of Edinburgh,697,11,4,2,4,3,8,2,2,4,3,1,1,0,0,2,1,2,1,0,5,8,9,15,17,16,29,42,44,44,19,15,26,16,33,25,20,19,9,16,11,4,5,8,2,11,10,16,11,14,6,5,5,5,8,4,6,13,5,4,3,3,6,3,8,2,5,1,3,2,2,2,3,1,1,1,2,1,3,5,0,0,1,2,3,1,0,0,0,0,0,2
Dalry and Fountainbridge - 07,City of Edinburgh,749,10,2,5,2,5,8,6,5,3,0,0,4,3,1,3,6,3,5,5,22,27,23,20,27,14,38,25,20,38,27,22,21,14,13,8,19,11,14,19,19,19,14,3,8,9,5,13,6,8,12,5,0,12,8,7,7,2,3,5,9,3,1,7,4,3,7,5,2,5,1,9,2,2,2,3,1,3,0,1,4,1,3,1,0,2,2,0,0,0,0,3
Dalry and Fountainbridge - 08,City of Edinburgh,1.489,9,4,7,6,7,2,4,1,4,4,2,1,5,2,3,4,2,14,54,67,75,75,72,91,97,70,48,36,36,48,34,32,31,31,23,27,28,30,23,24,22,20,18,0,20,18,8,10,8,9,13,10,13,9,11,8,5,11,13,7,6,7,5,9,7,9,2,6,3,6,6,4,4,4,4,0,2,4,6,2,2,4,5,2,4,3,3,3,0,1,0
Tollcross - 01,City of Edinburgh,706,4,5,4,5,2,1,0,2,3,0,1,3,1,0,1,3,3,2,5,19,46,52,51,38,25,31,31,30,18,23,17,15,9,14,7,8,7,6,13,11,9,10,4,11,7,8,4,6,7,6,9,12,8,1,4,5,3,4,3,4,1,3,0,4,5,0,5,3,5,4,3,2,4,4,2,3,4,1,0,1,2,2,0,1,2,0,0,0,0,0,4
Tollcross - 02,City of Edinburgh,874,6,3,3,6,6,0,6,2,2,6,3,3,6,2,2,5,0,7,7,23,60,47,51,51,33,35,30,25,19,30,22,14,17,10,17,13,12,18,13,15,11,16,6,15,6,7,12,3,7,3,6,10,2,6,6,8,2,6,13,9,17,7,3,3,8,13,3,3,4,5,2,2,1,1,3,2,1,0,2,2,2,0,0,1,3,0,0,0,0,0,2
Tollcross - 03,City of Edinburgh,1.046,2,7,2,4,3,1,1,3,3,2,5,4,2,2,5,0,4,6,25,62,101,63,60,59,38,48,43,39,26,34,15,19,24,17,9,14,14,19,12,8,18,10,6,4,3,13,2,4,3,5,9,8,6,4,7,8,5,9,11,7,2,6,3,3,11,7,3,2,3,7,7,7,6,1,3,4,5,1,1,0,3,1,1,3,4,2,1,0,0,0,2
Tollcross - 04,City of Edinburgh,555,1,2,1,7,1,2,4,5,0,2,2,0,3,2,1,0,3,3,34,51,62,46,29,23,15,24,22,10,21,9,11,11,6,2,8,4,4,1,6,5,1,4,7,7,7,5,7,7,3,1,2,3,6,4,5,1,2,1,1,5,6,2,0,2,1,4,1,1,2,2,2,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
Tollcross - 05,City of Edinburgh,964,6,3,5,4,2,3,5,1,1,2,2,0,1,0,2,2,1,2,12,23,61,89,77,56,34,29,44,42,34,28,33,25,19,16,14,13,13,8,13,7,2,13,11,7,8,3,6,5,5,6,20,7,4,9,6,9,7,2,3,11,4,5,1,9,1,10,3,0,8,2,7,4,1,1,5,3,3,1,1,3,0,0,1,1,4,0,1,2,1,1,5
Tollcross - 06,City of Edinburgh,807,2,8,5,6,3,3,6,3,1,2,1,3,6,1,0,3,1,5,1,11,28,48,48,53,19,19,37,41,36,33,25,32,13,12,23,13,11,13,14,9,11,14,10,7,10,9,2,0,7,1,7,7,11,0,9,4,0,3,11,7,6,9,6,2,5,6,6,3,4,1,3,2,0,4,2,2,3,3,0,1,0,0,3,0,2,2,0,1,1,1,1
Tollcross - 07,City of Edinburgh,1.415,2,10,7,6,9,6,7,5,9,4,7,4,8,4,2,7,6,8,74,92,84,78,78,52,77,50,42,50,47,40,27,28,36,31,31,20,17,22,7,15,15,15,12,17,12,10,11,14,6,8,8,7,9,8,6,14,6,7,7,8,7,17,5,11,9,3,3,4,8,4,3,4,3,2,3,1,0,3,5,2,3,1,0,1,1,0,1,0,0,1,1
Meadows and Southside - 01,City of Edinburgh,1.106,3,4,3,5,3,5,3,8,7,4,2,6,1,1,1,1,4,2,14,39,78,114,126,123,85,54,42,24,41,14,25,21,20,19,9,9,9,11,7,5,8,1,4,7,6,9,4,1,1,7,3,1,0,4,8,11,4,1,5,3,5,2,5,5,6,3,2,2,1,1,3,3,2,0,5,1,3,2,4,1,0,2,2,0,1,3,1,0,1,0,0
Meadows and Southside - 02,City of Edinburgh,1.056,2,10,6,10,4,6,8,7,5,7,3,7,4,2,1,3,1,6,21,59,91,80,97,62,47,56,38,34,17,11,17,7,9,12,9,8,8,7,9,8,13,9,7,7,6,8,4,4,10,10,6,11,4,10,17,11,5,5,8,1,6,4,7,5,5,3,2,4,6,4,5,3,3,5,9,3,3,0,1,1,1,2,3,1,3,1,2,4,0,0,5
Meadows and Southside - 03,City of Edinburgh,665,2,4,2,0,2,2,3,9,4,1,2,0,2,1,0,1,1,1,2,21,45,48,51,56,35,32,23,21,21,29,14,24,14,8,5,11,12,9,4,9,4,2,5,7,4,2,7,3,2,6,5,4,5,6,5,3,4,5,1,6,7,3,4,2,0,5,3,1,2,0,0,0,1,2,1,0,0,0,1,2,4,4,0,0,1,0,2,1,0,0,2
Meadows and Southside - 04,City of Edinburgh,509,1,0,0,0,0,1,0,3,5,1,1,1,3,0,3,1,2,2,4,42,92,81,48,36,36,22,11,3,7,8,12,6,1,5,3,4,6,5,2,3,4,2,1,1,2,2,2,6,1,0,0,2,1,2,0,0,1,0,0,0,0,1,2,0,2,1,1,2,1,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
Meadows and Southside - 05,City of Edinburgh,826,4,2,3,2,0,2,0,3,2,5,2,1,1,3,2,0,2,3,25,72,94,145,101,74,34,26,34,26,9,13,5,8,8,5,4,4,3,2,3,1,3,3,4,3,2,2,3,5,4,1,4,3,2,0,1,2,1,5,0,2,1,0,0,4,3,2,1,2,2,2,0,2,3,1,3,1,1,2,0,1,0,1,1,2,0,2,0,3,0,1,2
Meadows and Southside - 06,City of Edinburgh,725,6,2,3,2,1,2,2,1,1,0,2,1,2,4,1,1,1,5,3,42,92,92,76,49,52,38,22,21,11,16,11,15,8,8,9,2,1,0,3,1,0,1,11,2,2,7,0,3,1,4,4,3,6,6,2,4,2,0,2,3,5,8,1,3,2,4,2,2,1,0,1,1,1,2,4,2,1,1,1,2,0,2,1,2,1,0,1,1,0,0,1
Meadows and Southside - 07,City of Edinburgh,781,1,4,3,6,4,3,0,4,5,2,6,3,1,0,1,2,0,3,4,31,46,72,50,71,43,37,26,15,23,18,16,15,20,17,10,9,7,2,9,9,4,5,7,3,3,3,4,0,3,1,10,0,4,2,7,4,3,7,3,4,6,11,9,2,5,3,0,7,4,2,4,6,1,2,2,7,2,2,2,3,4,2,4,2,3,4,0,1,2,1,3
Meadows and Southside - 08,City of Edinburgh,1.836,12,15,12,11,15,19,8,9,9,6,2,11,2,2,6,4,8,3,9,52,141,150,127,111,79,74,80,67,35,62,39,49,45,29,27,20,20,18,15,16,15,15,14,21,5,21,22,13,17,14,15,12,9,15,18,10,6,13,13,9,12,10,8,8,12,7,9,7,6,4,3,2,3,8,3,4,3,4,2,1,1,2,1,5,1,2,4,3,0,1,4
"Old Town, Princes Street and Leith Street - 01",City of Edinburgh,1.221,1,0,0,2,4,2,1,3,2,2,0,2,2,5,3,2,2,3,8,24,101,106,93,105,88,79,65,68,52,36,43,28,21,9,18,15,12,14,14,10,13,10,11,2,2,6,5,4,10,3,8,8,8,7,3,3,1,5,6,5,3,8,5,5,6,1,0,2,0,3,3,1,0,0,2,1,1,0,2,2,0,2,1,0,2,2,0,0,2,0,2
"Old Town, Princes Street and Leith Street - 02",City of Edinburgh,843,2,2,2,0,4,2,0,3,5,5,4,1,6,1,1,1,1,2,3,6,17,25,39,43,43,28,29,25,37,16,27,23,32,15,20,15,17,18,13,13,15,11,10,15,12,9,5,13,8,5,10,11,14,12,7,3,4,12,6,6,3,7,7,9,5,5,5,6,3,4,9,6,3,5,5,2,3,3,3,0,1,1,1,0,1,1,0,1,2,2,6
"Old Town, Princes Street and Leith Street - 03",City of Edinburgh,705,2,1,1,1,4,1,1,4,4,4,0,0,2,4,5,4,3,2,6,14,25,46,44,37,18,33,34,24,20,17,12,17,17,8,7,8,5,7,10,8,7,8,10,5,9,14,3,12,6,11,9,1,12,8,8,5,8,11,11,4,4,2,2,2,10,7,0,2,7,8,6,4,2,2,1,4,0,3,0,2,2,2,0,1,2,1,0,3,1,1,2
"Old Town, Princes Street and Leith Street - 04",City of Edinburgh,864,2,3,4,2,5,3,0,0,1,1,2,2,2,0,3,3,0,2,5,10,39,44,61,63,43,41,44,29,34,25,17,21,17,10,20,16,14,15,14,15,16,8,7,9,5,6,12,4,12,4,14,4,4,4,8,10,4,5,9,5,4,5,5,7,9,3,5,5,3,3,4,1,0,3,0,2,1,3,3,1,0,0,2,2,1,2,2,1,0,2,3
"Old Town, Princes Street and Leith Street - 05",City of Edinburgh,1.456,3,1,4,4,1,5,5,3,5,0,3,0,2,2,4,1,2,3,89,135,110,140,132,136,78,72,57,47,46,43,26,12,18,13,8,21,22,15,18,18,20,8,11,6,8,13,3,6,4,11,1,4,7,1,1,0,2,1,5,2,5,5,1,3,1,6,0,1,2,1,2,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Old Town, Princes Street and Leith Street - 06",City of Edinburgh,1.431,4,3,0,2,3,1,3,6,4,2,1,5,1,1,1,3,3,8,27,151,167,137,80,56,78,42,35,26,27,33,25,32,28,16,10,13,8,11,7,13,12,14,17,7,14,11,11,18,16,18,10,13,5,11,11,4,5,10,6,8,6,8,7,7,6,5,7,10,9,8,12,3,5,4,2,1,2,5,6,0,3,1,4,0,1,3,1,2,0,1,8
"Canongate, Southside and Dumbiedykes - 01",City of Edinburgh,709,4,0,2,2,4,6,4,0,0,0,2,1,3,1,1,1,3,8,6,40,69,65,57,33,31,22,20,15,15,14,22,10,11,7,12,11,14,9,7,9,12,14,10,8,8,8,3,1,2,8,5,2,5,4,0,6,3,9,6,5,0,6,1,9,3,3,5,4,2,1,4,0,1,1,0,1,1,1,1,0,3,0,0,0,0,0,0,2,0,0,0
"Canongate, Southside and Dumbiedykes - 02",City of Edinburgh,1.347,6,2,4,5,6,3,5,1,1,4,8,2,0,0,2,3,1,5,13,89,176,133,115,71,48,43,45,41,43,31,29,26,25,14,19,17,21,15,4,11,11,14,8,6,6,13,11,10,8,4,8,5,8,5,5,5,6,3,9,5,3,7,3,5,7,7,2,8,3,1,4,6,4,2,8,4,6,1,0,2,2,3,4,3,2,1,1,0,3,1,7
"Canongate, Southside and Dumbiedykes - 03",City of Edinburgh,906,7,4,8,4,3,2,3,4,6,1,3,3,3,3,0,2,1,7,6,27,44,42,46,50,48,50,35,35,37,24,15,14,12,22,16,20,18,16,15,10,13,10,9,7,9,7,5,9,6,10,9,6,1,5,14,10,3,4,5,9,4,5,6,6,10,6,4,5,6,4,2,0,2,2,3,1,2,2,0,4,3,1,3,2,5,0,0,1,0,0,0
"Canongate, Southside and Dumbiedykes - 04",City of Edinburgh,2.033,6,10,4,5,12,4,6,6,12,4,8,5,1,13,13,9,4,14,57,51,70,102,122,251,158,110,93,90,60,60,58,48,41,24,26,25,26,24,21,23,10,5,13,16,5,18,4,12,10,17,10,9,16,16,8,8,5,8,11,5,11,8,4,9,4,13,14,11,7,3,8,5,4,4,8,3,5,0,4,2,4,0,3,3,4,3,1,0,0,1,5
"Canongate, Southside and Dumbiedykes - 05",City of Edinburgh,1.161,9,9,13,9,22,9,18,5,9,8,1,8,9,5,6,9,6,7,24,53,32,34,33,42,36,26,46,27,29,25,25,36,24,27,26,17,17,16,17,15,10,13,17,6,11,18,16,21,9,19,9,14,10,19,7,19,9,11,12,3,14,11,6,6,7,6,7,5,3,3,4,0,5,3,5,2,0,3,0,4,9,2,1,2,4,1,3,0,1,0,2
"Canongate, Southside and Dumbiedykes - 06",City of Edinburgh,2.224,4,0,13,6,6,6,3,0,3,1,3,2,2,4,1,3,3,7,148,185,149,122,108,125,109,93,108,84,72,74,48,60,36,54,60,44,29,23,20,17,13,7,17,14,11,16,8,18,14,20,14,14,9,14,15,10,13,8,13,9,7,1,7,9,5,11,12,7,6,3,3,3,3,3,9,1,3,5,5,1,3,8,1,0,5,2,2,1,1,0,5
Abbeyhill - 01,City of Edinburgh,1.252,4,6,3,4,10,5,2,7,6,4,3,5,4,3,3,4,3,5,31,104,75,69,29,32,23,28,40,34,20,15,27,30,31,21,20,20,19,10,19,26,9,9,19,8,13,19,6,12,9,10,10,12,9,15,13,9,9,17,10,5,13,7,10,9,12,8,5,10,2,10,14,10,12,10,9,8,7,4,7,10,11,6,2,6,3,3,0,1,2,2,12
Abbeyhill - 02,City of Edinburgh,707,5,5,2,0,0,4,5,3,0,2,3,0,1,4,3,0,1,5,3,2,7,4,10,23,20,23,26,31,34,47,15,27,10,38,28,14,19,25,27,17,16,4,7,14,4,18,9,6,6,9,4,7,8,7,4,11,8,8,9,5,2,2,4,7,7,3,2,0,2,2,0,1,0,1,2,1,0,3,3,0,0,0,0,3,1,1,2,0,0,0,1
Abbeyhill - 03,City of Edinburgh,948,5,11,3,2,8,12,6,6,4,10,4,1,2,7,1,4,2,0,1,5,3,9,11,5,23,25,32,23,39,34,35,25,36,32,32,25,31,15,19,10,18,19,9,11,12,6,14,9,5,5,5,13,10,9,14,12,8,13,15,10,9,5,3,6,4,6,10,5,5,6,8,1,3,4,4,1,2,3,4,0,1,4,8,3,7,7,5,5,3,0,41
Meadowbank and Abbeyhill North - 01,City of Edinburgh,875,2,8,7,0,4,9,6,7,3,4,3,3,1,2,2,1,2,1,2,2,3,2,8,18,17,19,22,28,36,41,29,29,28,33,29,30,20,21,30,14,19,17,12,23,17,11,17,8,11,10,10,5,9,5,10,6,9,6,6,9,9,5,7,5,8,3,6,7,5,3,3,4,3,1,9,2,0,1,2,5,5,1,3,5,4,3,5,2,5,3,5
Meadowbank and Abbeyhill North - 02,City of Edinburgh,1.026,20,17,3,7,10,4,8,3,3,2,3,2,1,5,6,3,2,5,2,7,5,1,4,15,24,26,40,39,48,55,20,33,35,42,30,39,18,28,16,19,9,24,22,10,9,14,14,19,8,5,11,13,17,11,13,8,11,12,5,5,5,6,7,11,13,11,6,5,10,5,4,1,5,1,9,4,2,3,0,3,5,2,5,2,0,1,2,1,3,0,4
Meadowbank and Abbeyhill North - 03,City of Edinburgh,1.209,9,16,13,12,6,9,15,6,1,2,4,4,2,0,2,3,4,1,2,5,10,8,8,8,25,30,37,48,55,29,32,56,66,58,28,32,26,33,27,29,20,21,16,16,35,21,10,7,16,28,14,11,13,10,12,17,16,10,7,23,12,7,7,6,13,7,5,5,9,5,6,5,3,1,2,5,2,1,4,1,1,2,1,3,0,0,2,1,1,0,8
Meadowbank and Abbeyhill North - 04,City of Edinburgh,1.381,15,29,11,23,10,13,7,14,3,3,7,5,2,4,2,6,4,1,0,0,1,5,8,18,30,45,59,52,32,48,48,59,59,60,61,42,24,43,27,17,21,17,21,10,20,28,10,9,12,12,12,18,12,13,5,1,7,10,15,14,7,8,1,5,3,7,6,1,1,2,11,3,3,6,5,3,6,4,7,3,3,6,4,2,5,13,11,6,8,12,55
Meadowbank and Abbeyhill North - 05,City of Edinburgh,454,1,3,1,1,3,6,3,4,3,4,5,2,2,2,2,2,5,1,3,4,0,3,10,1,6,4,6,2,1,2,6,4,5,3,9,6,1,3,5,7,4,6,4,9,3,5,12,6,7,13,8,8,9,11,5,6,8,12,15,8,5,4,8,5,4,1,13,6,5,8,7,1,2,5,7,2,4,3,7,11,3,5,7,6,2,6,6,0,5,2,4
Willowbrae and Duddingston Village - 01,City of Edinburgh,897,12,8,4,21,6,6,10,0,6,3,3,3,6,4,5,5,2,2,0,1,6,7,0,19,11,15,39,20,21,28,28,25,29,15,25,31,33,24,35,19,29,22,1,11,16,14,19,11,10,9,16,13,9,8,11,7,5,11,6,14,7,7,3,6,5,10,7,6,7,3,5,1,3,2,8,1,2,3,1,2,1,7,2,2,5,2,3,0,2,1,4
Willowbrae and Duddingston Village - 02,City of Edinburgh,701,8,6,5,7,4,8,18,7,12,5,3,9,1,9,4,3,5,6,0,4,3,9,12,6,11,20,22,12,23,15,27,18,7,11,3,13,15,13,16,24,12,22,12,7,15,20,8,6,10,5,7,11,8,2,10,7,12,7,13,5,9,8,2,7,8,3,6,8,5,0,5,6,2,2,1,1,4,5,1,1,0,3,0,3,2,0,3,2,0,1,0
Willowbrae and Duddingston Village - 03,City of Edinburgh,634,6,10,6,5,11,5,12,9,4,4,4,6,5,3,0,8,3,1,3,6,2,5,4,3,16,5,9,8,9,8,6,16,12,10,11,8,3,13,18,4,10,14,12,8,14,6,10,5,10,4,14,13,4,11,8,9,16,13,10,7,10,12,9,10,8,4,5,7,8,8,6,4,6,2,2,7,6,6,7,2,4,3,3,3,4,2,2,2,0,1,2
Willowbrae and Duddingston Village - 04,City of Edinburgh,1.039,13,11,8,10,10,12,10,12,6,10,6,7,4,9,4,6,9,8,8,2,7,8,12,13,17,19,15,12,13,12,12,20,13,18,17,7,8,10,21,11,16,12,14,17,15,12,12,17,5,16,15,17,22,14,15,13,14,17,11,19,12,17,25,12,11,13,9,22,13,15,18,11,28,9,6,8,5,8,9,3,6,6,9,7,4,6,3,1,4,8,8
Willowbrae and Duddingston Village - 05,City of Edinburgh,504,5,1,7,7,4,5,6,3,4,4,2,1,4,9,7,2,9,3,2,4,5,5,8,3,9,6,9,9,13,5,6,7,5,2,6,3,2,8,3,2,8,7,7,9,7,5,4,2,9,3,10,9,6,9,8,9,4,8,10,7,12,6,12,10,4,12,10,5,9,3,8,2,7,7,12,7,1,6,1,3,5,2,3,3,2,2,0,0,3,0,1
Willowbrae and Duddingston Village - 06,City of Edinburgh,868,10,12,9,15,11,11,8,11,9,9,8,8,7,8,6,5,5,4,6,5,5,10,5,15,7,21,14,18,18,11,15,17,16,19,26,18,7,7,9,14,6,5,11,8,8,8,10,16,10,11,9,8,15,13,2,5,14,13,19,10,12,12,12,9,6,10,11,7,8,9,7,9,6,9,5,4,8,7,6,9,9,8,5,6,9,5,3,3,8,1,5
Willowbrae and Duddingston Village - 07,City of Edinburgh,542,7,4,3,8,10,3,7,10,7,4,5,0,3,5,2,4,5,8,9,7,2,4,5,2,9,13,5,8,7,9,7,1,4,1,5,1,1,4,10,5,11,5,5,0,6,3,12,11,4,5,6,14,3,12,8,13,10,11,8,8,9,14,14,6,2,3,5,4,3,11,11,6,9,6,5,8,5,2,4,5,10,3,1,5,1,3,2,1,2,3,10
Craigmillar - 01,City of Edinburgh,831,17,17,11,22,14,12,8,6,11,12,9,6,6,8,6,8,10,15,11,5,4,13,5,6,18,15,23,14,22,16,19,22,25,18,18,19,15,20,14,22,27,9,16,16,11,11,16,10,6,15,10,8,11,4,9,4,8,9,9,9,4,7,3,12,5,5,5,4,5,2,1,0,1,7,1,0,1,0,1,1,0,2,0,1,0,1,0,1,0,0,1
Craigmillar - 02,City of Edinburgh,684,9,15,5,9,13,5,8,6,7,5,4,4,6,3,2,5,7,2,3,8,6,7,9,14,9,30,28,28,44,33,35,32,14,26,9,29,10,19,8,10,3,7,6,10,6,5,10,12,3,0,5,2,5,7,4,5,5,3,1,4,7,8,3,3,4,0,3,0,3,1,1,2,1,1,1,2,2,1,2,1,1,2,2,0,1,1,1,0,1,0,0
Craigmillar - 03,City of Edinburgh,1.128,31,14,24,19,16,25,18,18,18,16,11,23,16,13,9,16,20,18,11,7,11,7,10,14,18,24,28,15,18,7,25,16,21,38,17,17,6,21,35,18,19,8,11,10,9,13,19,13,10,6,16,19,15,15,14,17,16,5,5,19,13,9,16,13,6,9,13,11,8,12,7,6,2,3,1,2,2,6,1,2,6,1,2,1,2,1,1,1,1,0,2
Craigmillar - 04,City of Edinburgh,1.335,27,29,22,24,21,11,27,19,16,19,23,12,9,22,16,13,13,11,20,11,9,20,10,16,26,43,42,34,32,37,33,27,22,35,36,16,30,25,17,28,19,13,21,21,14,17,7,11,16,30,16,16,12,8,7,19,26,7,26,7,9,9,10,7,3,4,8,2,3,3,8,6,3,1,2,5,1,2,8,2,1,3,2,5,1,1,2,3,0,1,4
Craigmillar - 05,City of Edinburgh,523,4,8,5,4,9,10,10,7,12,13,8,7,6,1,3,5,7,9,7,5,0,7,4,8,9,9,7,12,5,11,8,14,7,4,11,2,8,15,7,10,6,8,4,8,4,5,13,8,6,11,7,10,5,2,4,1,7,9,9,4,4,0,2,5,5,4,4,1,4,5,8,3,3,5,2,4,2,4,1,5,5,3,2,1,4,1,0,2,0,1,4
Niddrie - 01,City of Edinburgh,610,10,9,16,5,14,9,13,10,6,18,10,14,14,12,5,9,14,12,3,7,0,5,3,7,16,8,10,8,9,9,11,7,16,18,14,14,12,3,14,9,6,9,9,11,13,7,3,1,15,8,13,7,10,10,7,4,8,5,8,2,3,3,5,1,2,0,5,2,1,3,2,0,1,2,1,1,2,3,1,3,1,1,1,1,2,2,1,0,0,1,0
Niddrie - 02,City of Edinburgh,953,15,20,19,20,11,28,19,13,18,18,21,21,12,15,5,11,10,8,7,8,10,7,5,6,25,10,23,26,17,28,30,12,11,17,24,19,17,7,9,15,6,18,6,9,7,23,21,14,12,10,10,9,8,8,9,12,14,4,14,14,8,5,5,12,7,6,4,7,5,7,3,3,6,2,2,4,1,4,1,8,0,3,1,1,0,1,0,1,0,0,1
Niddrie - 03,City of Edinburgh,1.043,22,16,19,13,27,19,11,20,15,17,10,14,7,13,9,5,12,11,11,10,12,7,15,7,22,11,23,19,28,27,13,13,16,21,15,9,13,17,12,9,15,23,8,14,21,5,10,12,13,5,6,17,19,6,13,8,10,10,16,11,7,11,11,11,14,14,9,12,8,8,10,8,9,4,4,3,5,3,5,5,6,3,4,8,2,1,4,6,1,3,12
Niddrie - 04,City of Edinburgh,734,11,7,4,16,14,8,16,18,17,9,9,10,14,7,17,10,14,17,11,6,7,7,7,14,4,13,10,8,5,9,7,9,13,10,10,22,17,17,13,18,9,1,5,12,13,4,10,11,14,4,2,10,14,12,8,9,4,6,10,7,6,7,12,8,10,5,6,5,6,4,5,8,3,3,4,2,2,3,4,0,2,3,1,0,1,1,0,1,0,1,1
Niddrie - 05,City of Edinburgh,452,8,8,13,8,3,6,8,6,11,6,13,9,3,6,8,3,12,4,4,4,3,1,0,5,3,12,6,12,7,10,7,10,4,9,7,15,6,12,14,1,7,7,3,7,8,7,5,3,8,7,5,2,8,8,5,7,2,3,0,5,3,4,2,1,4,5,2,3,3,4,4,2,1,2,1,2,0,5,2,2,0,0,1,0,1,0,0,0,1,1,2
Niddrie - 06,City of Edinburgh,785,13,15,13,20,8,11,16,8,15,13,15,10,6,7,8,10,2,9,4,1,3,12,7,7,9,21,13,11,19,13,16,8,23,11,15,9,16,5,13,9,12,10,8,4,8,9,8,7,10,8,1,9,13,7,9,8,10,12,2,14,10,13,5,11,6,8,6,9,8,5,12,3,3,6,7,1,8,8,7,3,3,7,6,4,3,1,3,2,0,0,4
"Bingham, Magdalene and The Christians - 01",City of Edinburgh,1.124,16,10,19,10,13,15,14,10,10,17,13,16,13,8,10,19,12,12,19,11,8,12,8,13,17,11,12,26,12,9,9,14,18,9,8,15,6,9,13,8,26,14,14,7,7,4,9,9,6,11,18,15,10,13,16,14,13,17,11,14,14,16,19,13,14,11,7,13,11,16,20,12,12,15,13,8,8,10,8,6,13,12,9,3,10,14,12,9,13,6,25
"Bingham, Magdalene and The Christians - 02",City of Edinburgh,669,15,20,18,11,17,11,10,12,10,14,17,12,5,10,9,10,6,6,4,12,12,16,6,11,11,13,18,11,3,14,17,7,12,10,3,7,8,2,8,4,6,11,12,5,6,19,12,3,9,6,6,9,9,10,11,9,3,10,10,10,6,6,3,3,4,4,2,2,4,1,6,0,2,2,0,3,0,1,2,2,3,1,1,1,0,3,2,0,0,2,5
